Title,Year,Type,Journal Name,Article URL,Researcher Name,Profile URL
Aggregate Dynamics with Sectoral Price Stickiness Heterogeneity and Aggregate Real Shocks,2024,Journals,"Journal of Money, Credit and Banking",http://dx.doi.org/10.1111/jmcb.13149,Iftekhar Hasan,https://sydney.edu.au/business/about/our-people/academic-staff/iftekhar.hasan.html
Asymmetric Reactions of Abnormal Audit Fees Jump to Credit Rating Changes,2024,Journals,The British Accounting Review,http://dx.doi.org/10.1016/j.bar.2023.101205,Iftekhar Hasan,https://sydney.edu.au/business/about/our-people/academic-staff/iftekhar.hasan.html
Banker directors on board and corporate tax avoidance,2024,Journals,Journal of Empirical Finance,http://dx.doi.org/10.1016/j.jempfin.2024.101551,Iftekhar Hasan,https://sydney.edu.au/business/about/our-people/academic-staff/iftekhar.hasan.html
CHURCH MEMBERSHIP AND ECONOMIC RECOVERY: EVIDENCE FROM THE 2005 HURRICANE SEASON,2024,Journals,Economic Journal,http://dx.doi.org/10.1093/ej/ueae061,Iftekhar Hasan,https://sydney.edu.au/business/about/our-people/academic-staff/iftekhar.hasan.html
Do markets value manager-investor interaction quality? Evidence from IPO returns,2024,Journals,Review of Quantitative Finance and Accounting,http://dx.doi.org/10.1007/s11156-024-01267-3,Iftekhar Hasan,https://sydney.edu.au/business/about/our-people/academic-staff/iftekhar.hasan.html
Financial technologies and the effectiveness of monetary policy transmission,2024,Journals,European Economic Review,http://dx.doi.org/10.1016/j.euroecorev.2023.104650,Iftekhar Hasan,https://sydney.edu.au/business/about/our-people/academic-staff/iftekhar.hasan.html
The bright side of bank lobbying: Evidence from the corporate loan market,2024,Journals,Journal of Corporate Finance,http://dx.doi.org/10.1016/j.jcorpfin.2024.102591,Iftekhar Hasan,https://sydney.edu.au/business/about/our-people/academic-staff/iftekhar.hasan.html
The Effects of Antitrust Laws on Horizontal Mergers: International Evidence,2024,Journals,Journal of Financial and Quantitative Analysis,http://dx.doi.org/10.1017/S0022109023000467,Iftekhar Hasan,https://sydney.edu.au/business/about/our-people/academic-staff/iftekhar.hasan.html
Understanding CSR champions: a machine learning approach,2024,Journals,Annals of Operations Research,http://dx.doi.org/10.1007/s10479-024-05839-3,Iftekhar Hasan,https://sydney.edu.au/business/about/our-people/academic-staff/iftekhar.hasan.html
Corporate culture and firm value: Evidence from crisis,2023,Journals,Journal of Banking & Finance,http://dx.doi.org/10.1016/j.jbankfin.2022.106710,Iftekhar Hasan,https://sydney.edu.au/business/about/our-people/academic-staff/iftekhar.hasan.html
COVID-19 Pandemic and Global Corporate CDS Spreads,2023,Journals,Journal of Banking & Finance,http://dx.doi.org/10.1016/j.jbankfin.2022.106618,Iftekhar Hasan,https://sydney.edu.au/business/about/our-people/academic-staff/iftekhar.hasan.html
Cultural norms and corporate fraud: Evidence from the Volkswagen scandal,2023,Journals,Journal of Corporate Finance,http://dx.doi.org/10.1016/j.jcorpfin.2023.102443,Iftekhar Hasan,https://sydney.edu.au/business/about/our-people/academic-staff/iftekhar.hasan.html
Cultural values of parent bank board members and lending by foreign subsidiaries: The moderating role of personal traits,2023,Journals,"Journal of International Financial Markets, Institutions and Money",http://dx.doi.org/10.1016/j.intfin.2023.101736,Iftekhar Hasan,https://sydney.edu.au/business/about/our-people/academic-staff/iftekhar.hasan.html
Disentangling stock return synchronicity from the auditor's perspective,2023,Journals,Journal of Business Finance and Accounting,http://dx.doi.org/10.1111/jbfa.12753,Iftekhar Hasan,https://sydney.edu.au/business/about/our-people/academic-staff/iftekhar.hasan.html
Economic preferences for risk-taking and financing costs,2023,Journals,Journal of Corporate Finance,http://dx.doi.org/10.1016/j.jcorpfin.2023.102423,Iftekhar Hasan,https://sydney.edu.au/business/about/our-people/academic-staff/iftekhar.hasan.html
Exploring accounting research topic evolution: An unsupervised machine learning approach,2023,Journals,Journal of International Accounting Research,http://dx.doi.org/10.2308/JIAR-2021-073,Iftekhar Hasan,https://sydney.edu.au/business/about/our-people/academic-staff/iftekhar.hasan.html
Gender pay gap in American CFOs: Theory and evidence,2023,Journals,Journal of Corporate Finance,http://dx.doi.org/10.1016/j.jcorpfin.2023.102404,Iftekhar Hasan,https://sydney.edu.au/business/about/our-people/academic-staff/iftekhar.hasan.html
Herding behavior and systemic risk in global stock markets,2023,Journals,Journal of Empirical Finance,http://dx.doi.org/10.1016/j.jempfin.2023.05.004,Iftekhar Hasan,https://sydney.edu.au/business/about/our-people/academic-staff/iftekhar.hasan.html
Institutions and Corporate Reputation: Evidence from Public Debt Markets,2023,Journals,Journal of Business Ethics,http://dx.doi.org/10.1007/s10551-021-05020-x,Iftekhar Hasan,https://sydney.edu.au/business/about/our-people/academic-staff/iftekhar.hasan.html
Market-implied ratings and their divergence from credit ratings,2023,Journals,Journal of Financial Research,http://dx.doi.org/10.1111/jfir.12325,Iftekhar Hasan,https://sydney.edu.au/business/about/our-people/academic-staff/iftekhar.hasan.html
Ownership structure and the cost of debt: Evidence from the Chinese corporate bond market,2023,Journals,Journal of Empirical Finance,http://dx.doi.org/10.1016/j.jempfin.2023.08.003,Iftekhar Hasan,https://sydney.edu.au/business/about/our-people/academic-staff/iftekhar.hasan.html
Political ties and the yield curve,2023,Journals,Economics Letters,http://dx.doi.org/10.1016/j.econlet.2023.111165,Iftekhar Hasan,https://sydney.edu.au/business/about/our-people/academic-staff/iftekhar.hasan.html
Regulation and information costs of sovereign distress: Evidence from corporate lending markets,2023,Journals,Journal of Corporate Finance,http://dx.doi.org/10.1016/j.jcorpfin.2023.102468,Iftekhar Hasan,https://sydney.edu.au/business/about/our-people/academic-staff/iftekhar.hasan.html
Short-selling threats and bank risk-taking: Evidence from the financial crisis,2023,Journals,Journal of Banking & Finance,http://dx.doi.org/10.1016/j.jbankfin.2023.106834,Iftekhar Hasan,https://sydney.edu.au/business/about/our-people/academic-staff/iftekhar.hasan.html
Social capital and regional innovation: evidence from private firms in the US,2023,Journals,Regional Studies,http://dx.doi.org/10.1080/00343404.2022.2030053,Iftekhar Hasan,https://sydney.edu.au/business/about/our-people/academic-staff/iftekhar.hasan.html
State ownership and financial statement comparability,2023,Journals,Journal of Business Finance and Accounting,http://dx.doi.org/10.1111/jbfa.12757,Iftekhar Hasan,https://sydney.edu.au/business/about/our-people/academic-staff/iftekhar.hasan.html
The effect of bank failures on small business loans and income inequality,2023,Journals,Journal of Banking & Finance,http://dx.doi.org/10.1016/j.jbankfin.2022.106690,Iftekhar Hasan,https://sydney.edu.au/business/about/our-people/academic-staff/iftekhar.hasan.html
The geography of information: evidence from the public debt market,2023,Journals,Journal of Economic Geography,http://dx.doi.org/10.1093/jeg/lbac002,Iftekhar Hasan,https://sydney.edu.au/business/about/our-people/academic-staff/iftekhar.hasan.html
The impact of lowering carbon emissions on corporate labour investment: A quasi-natural experiment,2023,Journals,Energy Economics,http://dx.doi.org/10.1016/j.eneco.2023.106653,Iftekhar Hasan,https://sydney.edu.au/business/about/our-people/academic-staff/iftekhar.hasan.html
What makes the difference? Microfinance versus commercial banks,2023,Journals,Borsa Istanbul Review,http://dx.doi.org/10.1016/j.bir.2023.03.007,Iftekhar Hasan,https://sydney.edu.au/business/about/our-people/academic-staff/iftekhar.hasan.html
"Bank failures, local business dynamics, and government policy",2022,Journals,Small Business Economics,http://dx.doi.org/10.1007/s11187-021-00478-5,Iftekhar Hasan,https://sydney.edu.au/business/about/our-people/academic-staff/iftekhar.hasan.html
"Banking Reform, Risk-Taking, and Accounting Quality: Evidence from Post-Soviet Transition States",2022,Journals,Journal of International Accounting Research,http://dx.doi.org/10.2308/JIAR-2021-087,Iftekhar Hasan,https://sydney.edu.au/business/about/our-people/academic-staff/iftekhar.hasan.html
Commitment or constraint? The effect of loan covenants on merger and acquisition activity,2022,Journals,Finance Research Letters,http://dx.doi.org/10.1016/j.frl.2022.102711,Iftekhar Hasan,https://sydney.edu.au/business/about/our-people/academic-staff/iftekhar.hasan.html
"Environmental reputational risk, negative media attention and financial performance",2022,Journals,"Financial Markets, Institutions and Instruments",http://dx.doi.org/10.1111/fmii.12163,Iftekhar Hasan,https://sydney.edu.au/business/about/our-people/academic-staff/iftekhar.hasan.html
Explicit deposit insurance design: International effects on bank lending during the global financial crisis✰,2022,Journals,Journal of Financial Intermediation,http://dx.doi.org/10.1016/j.jfi.2022.100958,Iftekhar Hasan,https://sydney.edu.au/business/about/our-people/academic-staff/iftekhar.hasan.html
External social networks and earnings management,2022,Journals,The British Accounting Review,http://dx.doi.org/10.1016/j.bar.2021.101044,Iftekhar Hasan,https://sydney.edu.au/business/about/our-people/academic-staff/iftekhar.hasan.html
"Firm social networks, trust, and security issuances",2022,Journals,European Journal of Finance,http://dx.doi.org/10.1080/1351847X.2020.1803095,Iftekhar Hasan,https://sydney.edu.au/business/about/our-people/academic-staff/iftekhar.hasan.html
"Gender, Credit, and Firm Outcomes",2022,Journals,Journal of Financial and Quantitative Analysis,http://dx.doi.org/10.1017/S0022109020000897,Iftekhar Hasan,https://sydney.edu.au/business/about/our-people/academic-staff/iftekhar.hasan.html
"Income, trading, and performance: Evidence from retail investors",2022,Journals,Journal of Empirical Finance,http://dx.doi.org/10.1016/j.jempfin.2022.01.006,Iftekhar Hasan,https://sydney.edu.au/business/about/our-people/academic-staff/iftekhar.hasan.html
On modeling IPO failure risk,2022,Journals,Economic Modelling,http://dx.doi.org/10.1016/j.econmod.2022.105790,Iftekhar Hasan,https://sydney.edu.au/business/about/our-people/academic-staff/iftekhar.hasan.html
Political ties and raising capital in global markets: Evidence from Yankee bonds,2022,Journals,Journal of Corporate Finance,http://dx.doi.org/10.1016/j.jcorpfin.2022.102223,Iftekhar Hasan,https://sydney.edu.au/business/about/our-people/academic-staff/iftekhar.hasan.html
"Productivity, managers' social connections and the financial crisis",2022,Journals,Journal of Banking & Finance,http://dx.doi.org/10.1016/j.jbankfin.2022.106497,Iftekhar Hasan,https://sydney.edu.au/business/about/our-people/academic-staff/iftekhar.hasan.html
"Social Capital, Trusting, and Trustworthiness: Evidence from Peer-to-Peer Lending",2022,Journals,Journal of Financial and Quantitative Analysis,http://dx.doi.org/10.1017/S0022109021000259,Iftekhar Hasan,https://sydney.edu.au/business/about/our-people/academic-staff/iftekhar.hasan.html
Stock liquidity and corporate labor investment,2022,Journals,Journal of Corporate Finance,http://dx.doi.org/10.1016/j.jcorpfin.2021.102142,Iftekhar Hasan,https://sydney.edu.au/business/about/our-people/academic-staff/iftekhar.hasan.html
TECHNICAL OPTIMUM OF BANK LIQUIDITY CREATION,2022,Journals,Revue Economique,http://dx.doi.org/10.3917/reco.733.0359,Iftekhar Hasan,https://sydney.edu.au/business/about/our-people/academic-staff/iftekhar.hasan.html
The diplomacy discount in global syndicated loans,2022,Journals,Journal of International Money and Finance,http://dx.doi.org/10.1016/j.jimonfin.2021.102542,Iftekhar Hasan,https://sydney.edu.au/business/about/our-people/academic-staff/iftekhar.hasan.html
The effect of foreign institutional ownership on corporate tax avoidance: International evidence,2022,Journals,Journal of International Accounting Auditing and Taxation,http://dx.doi.org/10.1016/j.intaccaudtax.2021.100440,Iftekhar Hasan,https://sydney.edu.au/business/about/our-people/academic-staff/iftekhar.hasan.html
The impact of overconfident customers on supplier firm risks,2022,Journals,Journal of Economic Behavior and Organization,http://dx.doi.org/10.1016/j.jebo.2022.01.005,Iftekhar Hasan,https://sydney.edu.au/business/about/our-people/academic-staff/iftekhar.hasan.html
Trust and contracting with foreign banks: Evidence from China,2022,Journals,Journal of Asian Economics,http://dx.doi.org/10.1016/j.asieco.2022.101543,Iftekhar Hasan,https://sydney.edu.au/business/about/our-people/academic-staff/iftekhar.hasan.html
"Trust, politics and post-IPO performance: SOEs vs. the private sector",2022,Journals,Economic and Political Studies,http://dx.doi.org/10.1080/20954816.2021.2021840,Iftekhar Hasan,https://sydney.edu.au/business/about/our-people/academic-staff/iftekhar.hasan.html
Agency cost of CEO perquisites in bank loan contracts,2021,Journals,Review of Quantitative Finance and Accounting,http://dx.doi.org/10.1007/s11156-020-00926-5,Iftekhar Hasan,https://sydney.edu.au/business/about/our-people/academic-staff/iftekhar.hasan.html
Are credit rating disagreements priced in the M&A market?,2021,Journals,"Journal of International Financial Markets, Institutions and Money",http://dx.doi.org/10.1016/j.intfin.2021.101335,Iftekhar Hasan,https://sydney.edu.au/business/about/our-people/academic-staff/iftekhar.hasan.html
CEO Network Centrality and the Likelihood of Financial Reporting Fraud,2021,Journals,Abacus,http://dx.doi.org/10.1111/abac.12219,Iftekhar Hasan,https://sydney.edu.au/business/about/our-people/academic-staff/iftekhar.hasan.html
Consumer defaults and social capital⋆,2021,Journals,Journal of Financial Stability,http://dx.doi.org/10.1016/j.jfs.2020.100821,Iftekhar Hasan,https://sydney.edu.au/business/about/our-people/academic-staff/iftekhar.hasan.html
Do activist hedge funds target female CEOs? The role of CEO gender in hedge fund activism,2021,Journals,Journal of Financial Economics,http://dx.doi.org/10.1016/j.jfineco.2020.07.019,Iftekhar Hasan,https://sydney.edu.au/business/about/our-people/academic-staff/iftekhar.hasan.html
Do affiliated bankers on board enhance corporate social responsibility? Us evidence,2021,Journals,Sustainability,http://dx.doi.org/10.3390/su13063250,Iftekhar Hasan,https://sydney.edu.au/business/about/our-people/academic-staff/iftekhar.hasan.html
Do Banks Value Borrowers' Environmental Record? Evidence from Financial Contracts,2021,Journals,Journal of Business Ethics,http://dx.doi.org/10.1007/s10551-020-04621-2,Iftekhar Hasan,https://sydney.edu.au/business/about/our-people/academic-staff/iftekhar.hasan.html
Does gender affect innovation? Evidence from female chief technology officers,2021,Journals,Research Policy,http://dx.doi.org/10.1016/j.respol.2021.104327,Iftekhar Hasan,https://sydney.edu.au/business/about/our-people/academic-staff/iftekhar.hasan.html
Executive Equity Risk-Taking Incentives and Firms’ Choice of Debt Structure,2021,Journals,Journal of Banking & Finance,http://dx.doi.org/10.1016/j.jbankfin.2021.106274,Iftekhar Hasan,https://sydney.edu.au/business/about/our-people/academic-staff/iftekhar.hasan.html
Executives with customer experience and firm performance in the B2B context,2021,Journals,European Journal of Marketing,http://dx.doi.org/10.1108/EJM-06-2020-0449,Iftekhar Hasan,https://sydney.edu.au/business/about/our-people/academic-staff/iftekhar.hasan.html
Finance-growth nexus and banking efficiency: The impact of microfinance institutions,2021,Journals,Journal of Economics and Business,http://dx.doi.org/10.1016/j.jeconbus.2020.105975,Iftekhar Hasan,https://sydney.edu.au/business/about/our-people/academic-staff/iftekhar.hasan.html
Financial analysts' career concerns and the cost of private debt,2021,Journals,Journal of Corporate Finance,http://dx.doi.org/10.1016/j.jcorpfin.2020.101868,Iftekhar Hasan,https://sydney.edu.au/business/about/our-people/academic-staff/iftekhar.hasan.html
Financing choice and local economic growth: evidence from Brazil,2021,Journals,Journal of Economic Growth,http://dx.doi.org/10.1007/s10887-021-09191-0,Iftekhar Hasan,https://sydney.edu.au/business/about/our-people/academic-staff/iftekhar.hasan.html
Global equity offerings and access to domestic loan market: U.S. evidence,2021,Journals,International Review of Financial Analysis,http://dx.doi.org/10.1016/j.irfa.2021.101711,Iftekhar Hasan,https://sydney.edu.au/business/about/our-people/academic-staff/iftekhar.hasan.html
Global syndicated lending during the COVID-19 pandemic,2021,Journals,Journal of Banking & Finance,http://dx.doi.org/10.1016/j.jbankfin.2021.106121,Iftekhar Hasan,https://sydney.edu.au/business/about/our-people/academic-staff/iftekhar.hasan.html
Income inequality and minority labor market dynamics: Medium term effects from the Great Recession,2021,Journals,Economics Letters,http://dx.doi.org/10.1016/j.econlet.2020.109717,Iftekhar Hasan,https://sydney.edu.au/business/about/our-people/academic-staff/iftekhar.hasan.html
Loan syndication under Basel II: How do firm credit ratings affect the cost of credit?,2021,Journals,"Journal of International Financial Markets, Institutions and Money",http://dx.doi.org/10.1016/j.intfin.2021.101331,Iftekhar Hasan,https://sydney.edu.au/business/about/our-people/academic-staff/iftekhar.hasan.html
Local banks as difficult-to-replace SME lenders: Evidence from bank corrective programs,2021,Journals,Journal of Banking & Finance,http://dx.doi.org/10.1016/j.jbankfin.2020.106029,Iftekhar Hasan,https://sydney.edu.au/business/about/our-people/academic-staff/iftekhar.hasan.html
Local product market competition and bank loans,2021,Journals,Journal of Corporate Finance,http://dx.doi.org/10.1016/j.jcorpfin.2021.102054,Iftekhar Hasan,https://sydney.edu.au/business/about/our-people/academic-staff/iftekhar.hasan.html
"Military directors, governance and firm behavior",2021,Journals,Advances in Accounting,http://dx.doi.org/10.1016/j.adiac.2021.100563,Iftekhar Hasan,https://sydney.edu.au/business/about/our-people/academic-staff/iftekhar.hasan.html
Political Uncertainty and Bank Loan Contracts: Does Government Quality Matter?,2021,Journals,Journal of Financial Services Research,http://dx.doi.org/10.1007/s10693-020-00344-7,Iftekhar Hasan,https://sydney.edu.au/business/about/our-people/academic-staff/iftekhar.hasan.html
Quid pro quo? Political ties and sovereign borrowing,2021,Journals,Journal of International Economics,http://dx.doi.org/10.1016/j.jinteco.2021.103523,Iftekhar Hasan,https://sydney.edu.au/business/about/our-people/academic-staff/iftekhar.hasan.html
"Stock liquidity, empire building, and valuation",2021,Journals,Journal of Corporate Finance,http://dx.doi.org/10.1016/j.jcorpfin.2021.102051,Iftekhar Hasan,https://sydney.edu.au/business/about/our-people/academic-staff/iftekhar.hasan.html
Stock price fragility and the cost of bank loans,2021,Journals,Journal of Empirical Finance,http://dx.doi.org/10.1016/j.jempfin.2021.06.001,Iftekhar Hasan,https://sydney.edu.au/business/about/our-people/academic-staff/iftekhar.hasan.html
The impact of political uncertainty on institutional ownership,2021,Journals,Journal of Financial Stability,http://dx.doi.org/10.1016/j.jfs.2021.100921,Iftekhar Hasan,https://sydney.edu.au/business/about/our-people/academic-staff/iftekhar.hasan.html
The Impact of Risk-based Capital Rules for International Lending on Income Inequality: Global Evidence,2021,Journals,Economic Modelling,http://dx.doi.org/10.1016/j.econmod.2021.01.003,Iftekhar Hasan,https://sydney.edu.au/business/about/our-people/academic-staff/iftekhar.hasan.html
The Influence of Bondholder Concentration and Temporal Orientation on Investments in R&D,2021,Journals,Journal of Management,http://dx.doi.org/10.1177/0149206320902531,Iftekhar Hasan,https://sydney.edu.au/business/about/our-people/academic-staff/iftekhar.hasan.html
The real impact of ratings-based capital rules on the finance-growth nexus,2021,Journals,International Review of Financial Analysis,http://dx.doi.org/10.1016/j.irfa.2020.101628,Iftekhar Hasan,https://sydney.edu.au/business/about/our-people/academic-staff/iftekhar.hasan.html
The state expropriation risk and the pricing of foreign earnings,2021,Journals,Journal of International Accounting Research,http://dx.doi.org/10.2308/JIAR-2020-008,Iftekhar Hasan,https://sydney.edu.au/business/about/our-people/academic-staff/iftekhar.hasan.html
VC Participation and failure of startups: Evidence from P2P lending platforms in China,2021,Journals,Finance Research Letters,http://dx.doi.org/10.1016/j.frl.2020.101726,Iftekhar Hasan,https://sydney.edu.au/business/about/our-people/academic-staff/iftekhar.hasan.html
Who benefits from mandatory CSR? Evidence from the Indian Companies Act 2013,2021,Journals,Emerging Markets Review,http://dx.doi.org/10.1016/j.ememar.2020.100753,Iftekhar Hasan,https://sydney.edu.au/business/about/our-people/academic-staff/iftekhar.hasan.html
Are bank capital requirements optimally set? Evidence from researchers’ views,2020,Journals,Journal of Financial Stability,http://dx.doi.org/10.1016/j.jfs.2020.100772,Iftekhar Hasan,https://sydney.edu.au/business/about/our-people/academic-staff/iftekhar.hasan.html
"Bank accounting regulations, enforcement mechanisms, and financial statement informativeness: cross-country evidence",2020,Journals,Accounting and Business Research,http://dx.doi.org/10.1080/00014788.2017.1415801,Iftekhar Hasan,https://sydney.edu.au/business/about/our-people/academic-staff/iftekhar.hasan.html
Banks' Equity Performance and the Term Structure of Interest Rates,2020,Journals,"Financial Markets, Institutions and Instruments",http://dx.doi.org/10.1111/fmii.12125,Iftekhar Hasan,https://sydney.edu.au/business/about/our-people/academic-staff/iftekhar.hasan.html
Comparing financial transparency between for-profit and nonprofit suppliers of public goods: Evidence from microfinance,2020,Journals,"Journal of International Financial Markets, Institutions and Money",http://dx.doi.org/10.1016/j.intfin.2019.101146,Iftekhar Hasan,https://sydney.edu.au/business/about/our-people/academic-staff/iftekhar.hasan.html
Credit allocation when borrowers are economically linked: An empirical analysis of bank loans to corporate customers,2020,Journals,Journal of Corporate Finance,http://dx.doi.org/10.1016/j.jcorpfin.2020.101605,Iftekhar Hasan,https://sydney.edu.au/business/about/our-people/academic-staff/iftekhar.hasan.html
Cross-country evidence on the relationship between regulations and the development of the life insurance sector,2020,Journals,Economic Modelling,http://dx.doi.org/10.1016/j.econmod.2019.10.024,Iftekhar Hasan,https://sydney.edu.au/business/about/our-people/academic-staff/iftekhar.hasan.html
Democracy and Credit,2020,Journals,Journal of Financial Economics,http://dx.doi.org/10.1016/j.jfineco.2019.09.013,Iftekhar Hasan,https://sydney.edu.au/business/about/our-people/academic-staff/iftekhar.hasan.html
Finance and wealth inequality,2020,Journals,Journal of International Money and Finance,http://dx.doi.org/10.1016/j.jimonfin.2020.102161,Iftekhar Hasan,https://sydney.edu.au/business/about/our-people/academic-staff/iftekhar.hasan.html
Foreign bank ownership and income inequality: empirical evidence,2020,Journals,Applied Economics,http://dx.doi.org/10.1080/00036846.2019.1659931,Iftekhar Hasan,https://sydney.edu.au/business/about/our-people/academic-staff/iftekhar.hasan.html
Investor relations and IPO performance,2020,Journals,Review of Accounting Studies,http://dx.doi.org/10.1007/s11142-019-09526-8,Iftekhar Hasan,https://sydney.edu.au/business/about/our-people/academic-staff/iftekhar.hasan.html
Is social capital associated with corporate innovation? Evidence from publicly listed firms in the U.S,2020,Journals,Journal of Corporate Finance,http://dx.doi.org/10.1016/j.jcorpfin.2020.101623,Iftekhar Hasan,https://sydney.edu.au/business/about/our-people/academic-staff/iftekhar.hasan.html
Managerial effect or firm effect: Evidence from the private debt market,2020,Journals,Financial Review,http://dx.doi.org/10.1111/fire.12196,Iftekhar Hasan,https://sydney.edu.au/business/about/our-people/academic-staff/iftekhar.hasan.html
National culture and housing credit,2020,Journals,Journal of Empirical Finance,http://dx.doi.org/10.1016/j.jempfin.2019.12.003,Iftekhar Hasan,https://sydney.edu.au/business/about/our-people/academic-staff/iftekhar.hasan.html
Profit shifting and tax-rate uncertainty,2020,Journals,Journal of Business Finance and Accounting,http://dx.doi.org/10.1111/jbfa.12429,Iftekhar Hasan,https://sydney.edu.au/business/about/our-people/academic-staff/iftekhar.hasan.html
The Dilemma of International Diversification: Evidence from the European Sovereign Debt Crisis,2020,Journals,Asia-Pacific Journal of Financial Studies,http://dx.doi.org/10.1111/ajfs.12293,Iftekhar Hasan,https://sydney.edu.au/business/about/our-people/academic-staff/iftekhar.hasan.html
The impact of social capital on economic attitudes and outcomes,2020,Journals,Journal of International Money and Finance,http://dx.doi.org/10.1016/j.jimonfin.2020.102162,Iftekhar Hasan,https://sydney.edu.au/business/about/our-people/academic-staff/iftekhar.hasan.html
Tournament Incentives and Acquisition Performance,2020,Journals,Review of Corporate Finance Studies,http://dx.doi.org/10.1093/rcfs/cfaa001,Iftekhar Hasan,https://sydney.edu.au/business/about/our-people/academic-staff/iftekhar.hasan.html
Transactional and relational approaches to political connections and the cost of debt,2020,Journals,Journal of Corporate Finance,http://dx.doi.org/10.1016/j.jcorpfin.2020.101768,Iftekhar Hasan,https://sydney.edu.au/business/about/our-people/academic-staff/iftekhar.hasan.html
Why are some Chinese firms failing in the US capital markets? A machine learning approach,2020,Journals,Pacific-Basin Finance Journal,http://dx.doi.org/10.1016/j.pacfin.2020.101331,Iftekhar Hasan,https://sydney.edu.au/business/about/our-people/academic-staff/iftekhar.hasan.html
Benchmark on themselves: CEO-directors' influence on the CEO compensation,2019,Journals,Managerial Finance,http://dx.doi.org/10.1108/MF-03-2018-0123,Iftekhar Hasan,https://sydney.edu.au/business/about/our-people/academic-staff/iftekhar.hasan.html
Corporate Misconduct and the Cost of Private Debt: Evidence from China,2019,Journals,Comparative Economic Studies,http://dx.doi.org/10.1057/s41294-019-00099-8,Iftekhar Hasan,https://sydney.edu.au/business/about/our-people/academic-staff/iftekhar.hasan.html
Employee Treatment and Contracting with Bank Lenders: An Instrumental Approach for Stakeholder Management,2019,Journals,Journal of Business Ethics,http://dx.doi.org/10.1007/s10551-017-3722-0,Iftekhar Hasan,https://sydney.edu.au/business/about/our-people/academic-staff/iftekhar.hasan.html
Enforcement of banking regulation and the cost of borrowing,2019,Journals,Journal of Banking & Finance,http://dx.doi.org/10.1016/j.jbankfin.2019.01.016,Iftekhar Hasan,https://sydney.edu.au/business/about/our-people/academic-staff/iftekhar.hasan.html
Entrenchment through corporate social responsibility: Evidence from CEO network centrality,2019,Journals,International Review of Financial Analysis,http://dx.doi.org/10.1016/j.irfa.2019.04.010,Iftekhar Hasan,https://sydney.edu.au/business/about/our-people/academic-staff/iftekhar.hasan.html
"Foreign ownership, bank information environments, and the international mobility of corporate governance",2019,Journals,Journal of International Business Studies,http://dx.doi.org/10.1057/s41267-019-00240-w,Iftekhar Hasan,https://sydney.edu.au/business/about/our-people/academic-staff/iftekhar.hasan.html
Lock-In Effects in Relationship Lending: Evidence from DIP Loans,2019,Journals,"Journal of Money, Credit and Banking",http://dx.doi.org/10.1111/jmcb.12569,Iftekhar Hasan,https://sydney.edu.au/business/about/our-people/academic-staff/iftekhar.hasan.html
Motivating high-impact innovation: Evidence from managerial compensation contracts,2019,Journals,"Financial Markets, Institutions and Instruments",http://dx.doi.org/10.1111/fmii.12115,Iftekhar Hasan,https://sydney.edu.au/business/about/our-people/academic-staff/iftekhar.hasan.html
National culture and risk-taking: Evidence from the insurance industry,2019,Journals,Journal of Business Research,http://dx.doi.org/10.1016/j.jbusres.2018.12.037,Iftekhar Hasan,https://sydney.edu.au/business/about/our-people/academic-staff/iftekhar.hasan.html
On the Effect of Business and Economic University Education on Political Ideology: An Empirical Note,2019,Journals,Journal of Business Ethics,http://dx.doi.org/10.1007/s10551-017-3483-9,Iftekhar Hasan,https://sydney.edu.au/business/about/our-people/academic-staff/iftekhar.hasan.html
Political influence and financial flexibility: Evidence from China,2019,Journals,Journal of Banking & Finance,http://dx.doi.org/10.1016/j.jbankfin.2018.12.002,Iftekhar Hasan,https://sydney.edu.au/business/about/our-people/academic-staff/iftekhar.hasan.html
Senior debt and market discipline: Evidence from bank-to-bank loans,2019,Journals,Journal of Banking & Finance,http://dx.doi.org/10.1016/j.jbankfin.2018.11.005,Iftekhar Hasan,https://sydney.edu.au/business/about/our-people/academic-staff/iftekhar.hasan.html
The economic impact of changes in local bank presence,2019,Journals,Regional Studies,http://dx.doi.org/10.1080/00343404.2018.1475729,Iftekhar Hasan,https://sydney.edu.au/business/about/our-people/academic-staff/iftekhar.hasan.html
The income elasticity of mortgage loan demand,2019,Journals,"Financial Markets, Institutions and Instruments",http://dx.doi.org/10.1111/fmii.12108,Iftekhar Hasan,https://sydney.edu.au/business/about/our-people/academic-staff/iftekhar.hasan.html
Trust in banks,2019,Journals,Journal of Economic Behavior and Organization,http://dx.doi.org/10.1016/j.jebo.2017.08.014,Iftekhar Hasan,https://sydney.edu.au/business/about/our-people/academic-staff/iftekhar.hasan.html
What drives discretion in bank lending? Some evidence and a link to private information,2019,Journals,Journal of Banking & Finance,http://dx.doi.org/10.1016/j.jbankfin.2019.07.006,Iftekhar Hasan,https://sydney.edu.au/business/about/our-people/academic-staff/iftekhar.hasan.html
Accounting quality in banking: The role of regulatory interventions,2018,Journals,Journal of Banking & Finance,http://dx.doi.org/10.1016/j.jbankfin.2018.10.005,Iftekhar Hasan,https://sydney.edu.au/business/about/our-people/academic-staff/iftekhar.hasan.html
